Fabric_ID,Fabric_Type,Fabric_Weight,Stitch_Type,Num_Layers,Num_Threads,Fabric_Thickness
1119,Cotton,9.83,Overlock,7,150,0.00567
1120,Cotton,13.12,Upholstery,6,120,0.021
1121,Polyester,5.34,Overlock,3,90,0.0008
1122,Silk,8.99,Topstitching,4,120,0.001
1123,Cotton,5.04,Overlock,2,80,0.0008
1124,Polyester,5.34,Overlock,1,80,0.0008
1125,Cotton,14.99,Upholstery,5,150,0.01
1126,Linen,9.08,Upholstery,6,200,0.011
1127,Cotton,13.23,Upholstery,5,120,0.0092
1128,Cotton,5.34,Overlock,2,100,0.0009
1129,Polyester,5.34,Overlock,1,80,0.0008
1130,Wool,7.78,Woven,4,80,0.015
1131,Cotton,8.89,Straight,3,250,0.21
1132,Canvas,13.67,Topstitching,5,150,0.0081
1133,Canvas,13.67,Topstitching,5,150,0.0081
1134,Leather,8,Two Needle,1,20,0.1093
1135,Satin,5.34,Twill,2,100,0.0081
1136,Lace,4.11,Embroidery,1,60,0.007
1137,Cotton,16.7,Upholstery,5,150,0.203
1138,Cotton,8.88,Overlock,3,100,0.00102
1139,Polyester,5.34,Overlock,2,90,0.0008
1140,Cotton,5.11,Overlock,2,90,0.0009
1141,Polyester,5.21,Overlock,1,80,0.0007
1142,Cotton,5.34,Topstitching,3,100,0.0021
1143,Cotton,5.34,Overlock,3,120,0.0007
1144,Silk,8.84,Topstitching,4,140,0.002
1145,Leather,8,Two Needle,1,20,0.1134
1146,Leather,9,Two Needle,1,20,0.10011
1147,Cotton,5.34,Overlock,3,150,0.0001
1148,Polyester,4.44,Overlock,2,80,0.00045
1149,Cotton,7.77,Topstitching,6,90,0.00326
1150,Polyester,6.67,Topstitching,4,110,0.00034
1151,Canvas,13.33,Topstitching,5,70,0.0098
1152,Canvas,12.11,Topstitching,5,90,0.0118
1153,Cotton,16.12,Upholstery,5,100,0.0192
1154,Cotton,9.83,Overlock,7,150,0.00567
1155,Cotton,13.12,Upholstery,6,120,0.021
1156,Polyester,5.34,Overlock,3,90,0.0008
1157,Silk,8.99,Topstitching,4,120,0.001
1158,Cotton,5.04,Overlock,2,80,0.0008
1159,Polyester,5.34,Overlock,1,80,0.0008
1160,Cotton,14.99,Upholstery,5,150,0.01
1161,Linen,9.08,Upholstery,6,200,0.011
1162,Cotton,13.23,Upholstery,5,120,0.0092
1163,Cotton,5.34,Overlock,2,100,0.0009
1164,Polyester,5.34,Overlock,1,80,0.0008
1165,Wool,7.78,Woven,4,80,0.015
1166,Cotton,8.89,Straight,3,250,0.21
1167,Canvas,13.67,Topstitching,5,150,0.0081
1168,Canvas,13.67,Topstitching,5,150,0.0081
1169,Leather,8,Two Needle,1,20,0.1093
1170,Satin,5.34,Twill,2,100,0.0081
1171,Lace,4.11,Embroidery,1,60,0.007
1172,Cotton,16.7,Upholstery,5,150,0.203
1173,Cotton,8.88,Overlock,3,100,0.00102
1174,Polyester,5.34,Overlock,2,90,0.0008
1175,Cotton,5.11,Overlock,2,90,0.0009
1176,Polyester,5.21,Overlock,1,80,0.0007
1177,Cotton,5.34,Topstitching,3,100,0.0021
1178,Cotton,5.34,Overlock,3,120,0.0007
1179,Silk,8.84,Topstitching,4,140,0.002
1180,Leather,8,Two Needle,1,20,0.1134
1181,Leather,9,Two Needle,1,20,0.10011
1182,Cotton,5.34,Overlock,3,150,0.0001
1183,Polyester,4.44,Overlock,2,80,0.00045
1184,Cotton,7.77,Topstitching,6,90,0.00326
1185,Polyester,6.67,Topstitching,4,110,0.00034
1186,Canvas,13.33,Topstitching,5,70,0.0098
1187,Canvas,12.11,Topstitching,5,90,0.0118
1188,Cotton,16.12,Upholstery,5,100,0.0192
1189,Cotton,9.83,Overlock,7,150,0.00567
1190,Cotton,13.12,Upholstery,6,120,0.021
1191,Polyester,5.34,Overlock,3,90,0.0008
1192,Silk,8.99,Topstitching,4,120,0.001
1193,Cotton,5.04,Overlock,2,80,0.0008
1194,Polyester,5.34,Overlock,1,80,0.0008
1195,Cotton,14.99,Upholstery,5,150,0.01
1196,Linen,9.08,Upholstery,6,200,0.011
1197,Cotton,13.23,Upholstery,5,120,0.0092
1198,Cotton,5.34,Overlock,2,100,0.0009
1199,Polyester,5.34,Overlock,1,80,0.0008
1200,Wool,7.78,Woven,4,80,0.015
1201,Cotton,8.89,Straight,3,250,0.21
1202,Canvas,13.67,Topstitching,5,150,0.0081
1203,Canvas,13.67,Topstitching,5,150,0.0081
1204,Leather,8,Two Needle,1,20,0.1093
1205,Satin,5.34,Twill,2,100,0.0081
1206,Lace,4.11,Embroidery,1,60,0.007
1207,Cotton,16.7,Upholstery,5,150,0.203
1208,Cotton,8.88,Overlock,3,100,0.00102
1209,Polyester,5.34,Overlock,2,90,0.0008
1210,Cotton,5.11,Overlock,2,90,0.0009
1211,Polyester,5.21,Overlock,1,80,0.0007
1212,Cotton,5.34,Topstitching,3,100,0.0021
1213,Cotton,5.34,Overlock,3,120,0.0007
1214,Silk,8.84,Topstitching,4,140,0.002
1215,Leather,8,Two Needle,1,20,0.1134
1216,Leather,9,Two Needle,1,20,0.10011
1217,Cotton,5.34,Overlock,3,150,0.0001
1218,Polyester,4.44,Overlock,2,80,0.00045
1219,Cotton,7.77,Topstitching,6,90,0.00326
1220,Polyester,6.67,Topstitching,4,110,0.00034
1221,Canvas,13.33,Topstitching,5,70,0.0098
1222,Canvas,12.11,Topstitching,5,90,0.0118
1223,Cotton,16.12,Upholstery,5,100,0.0192
1224,Cotton,9.83,Overlock,7,150,0.00567
1225,Cotton,13.12,Upholstery,6,120,0.021
1226,Polyester,5.34,Overlock,3,90,0.0008
1227,Silk,8.99,Topstitching,4,120,0.001
1228,Cotton,5.04,Overlock,2,80,0.0008
1229,Polyester,5.34,Overlock,1,80,0.0008
1230,Cotton,14.99,Upholstery,5,150,0.01
1231,Linen,9.08,Upholstery,6,200,0.011
1232,Cotton,13.23,Upholstery,5,120,0.0092
1233,Cotton,5.34,Overlock,2,100,0.0009
1234,Polyester,5.34,Overlock,1,80,0.0008
1235,Wool,7.78,Woven,4,80,0.015
1236,Cotton,8.89,Straight,3,250,0.21
1237,Canvas,13.67,Topstitching,5,150,0.0081
1238,Canvas,13.67,Topstitching,5,150,0.0081
1239,Leather,8,Two Needle,1,20,0.1093
1240,Satin,5.34,Twill,2,100,0.0081
1241,Lace,4.11,Embroidery,1,60,0.007
1242,Cotton,16.7,Upholstery,5,150,0.203
1243,Cotton,8.88,Overlock,3,100,0.00102
1244,Polyester,5.34,Overlock,2,90,0.0008
1245,Cotton,5.11,Overlock,2,90,0.0009
1246,Polyester,5.21,Overlock,1,80,0.0007
1247,Cotton,5.34,Topstitching,3,100,0.0021
1248,Cotton,5.34,Overlock,3,120,0.0007
1249,Silk,8.84,Topstitching,4,140,0.002
1250,Leather,8,Two Needle,1,20,0.1134
1251,Leather,9,Two Needle,1,20,0.10011
1252,Cotton,5.34,Overlock,3,150,0.0001
1253,Polyester,4.44,Overlock,2,80,0.00045
1254,Cotton,7.77,Topstitching,6,90,0.00326
1255,Polyester,6.67,Topstitching,4,110,0.00034
1256,Canvas,13.33,Topstitching,5,70,0.0098
1257,Canvas,12.11,Topstitching,5,90,0.0118
1258,Cotton,16.12,Upholstery,5,100,0.0192
1259,Cotton,9.83,Overlock,7,150,0.00567
1260,Cotton,13.12,Upholstery,6,120,0.021
1261,Polyester,5.34,Overlock,3,90,0.0008
1262,Silk,8.99,Topstitching,4,120,0.001
1263,Cotton,5.04,Overlock,2,80,0.0008
1264,Polyester,5.34,Overlock,1,80,0.0008
1265,Cotton,14.99,Upholstery,5,150,0.01
1266,Linen,9.08,Upholstery,6,200,0.011
1267,Cotton,13.23,Upholstery,5,120,0.0092
1268,Cotton,5.34,Overlock,2,100,0.0009
1269,Polyester,5.34,Overlock,1,80,0.0008
1270,Wool,7.78,Woven,4,80,0.015
1271,Cotton,8.89,Straight,3,250,0.21
1272,Canvas,13.67,Topstitching,5,150,0.0081
1273,Canvas,13.67,Topstitching,5,150,0.0081
1274,Leather,8,Two Needle,1,20,0.1093
1275,Satin,5.34,Twill,2,100,0.0081
1276,Lace,4.11,Embroidery,1,60,0.007
1277,Cotton,16.7,Upholstery,5,150,0.203
1278,Cotton,8.88,Overlock,3,100,0.00102
1279,Polyester,5.34,Overlock,2,90,0.0008
1280,Cotton,5.11,Overlock,2,90,0.0009
1281,Polyester,5.21,Overlock,1,80,0.0007
1282,Cotton,5.34,Topstitching,3,100,0.0021
1283,Cotton,5.34,Overlock,3,120,0.0007
1284,Silk,8.84,Topstitching,4,140,0.002
1285,Leather,8,Two Needle,1,20,0.1134
1286,Leather,9,Two Needle,1,20,0.10011
1287,Cotton,5.34,Overlock,3,150,0.0001
1288,Polyester,4.44,Overlock,2,80,0.00045
1289,Cotton,7.77,Topstitching,6,90,0.00326
1290,Polyester,6.67,Topstitching,4,110,0.00034
1291,Canvas,13.33,Topstitching,5,70,0.0098
1292,Canvas,12.11,Topstitching,5,90,0.0118
1293,Cotton,16.12,Upholstery,5,100,0.0192
1294,Cotton,9.83,Overlock,7,150,0.00567
1295,Cotton,13.12,Upholstery,6,120,0.021
1296,Polyester,5.34,Overlock,3,90,0.0008
1297,Silk,8.99,Topstitching,4,120,0.001
1298,Cotton,5.04,Overlock,2,80,0.0008
1299,Polyester,5.34,Overlock,1,80,0.0008
1300,Cotton,14.99,Upholstery,5,150,0.01
1301,Linen,9.08,Upholstery,6,200,0.011
1302,Cotton,13.23,Upholstery,5,120,0.0092
1303,Cotton,5.34,Overlock,2,100,0.0009
1304,Polyester,5.34,Overlock,1,80,0.0008
1305,Wool,7.78,Woven,4,80,0.015
1306,Cotton,8.89,Straight,3,250,0.21
1307,Canvas,13.67,Topstitching,5,150,0.0081
1308,Canvas,13.67,Topstitching,5,150,0.0081
1309,Leather,8,Two Needle,1,20,0.1093
1310,Satin,5.34,Twill,2,100,0.0081
1311,Lace,4.11,Embroidery,1,60,0.007
1312,Cotton,16.7,Upholstery,5,150,0.203
1313,Cotton,8.88,Overlock,3,100,0.00102
1314,Polyester,5.34,Overlock,2,90,0.0008
1315,Cotton,5.11,Overlock,2,90,0.0009
1316,Polyester,5.21,Overlock,1,80,0.0007
1317,Cotton,5.34,Topstitching,3,100,0.0021
1318,Cotton,5.34,Overlock,3,120,0.0007
1319,Silk,8.84,Topstitching,4,140,0.002
1320,Leather,8,Two Needle,1,20,0.1134
1321,Leather,9,Two Needle,1,20,0.10011
1322,Cotton,5.34,Overlock,3,150,0.0001
1323,Polyester,4.44,Overlock,2,80,0.00045
1324,Cotton,7.77,Topstitching,6,90,0.00326
1325,Polyester,6.67,Topstitching,4,110,0.00034
1326,Canvas,13.33,Topstitching,5,70,0.0098
1327,Canvas,12.11,Topstitching,5,90,0.0118
1328,Cotton,16.12,Upholstery,5,100,0.0192
1329,Cotton,9.83,Overlock,7,150,0.00567
1330,Cotton,13.12,Upholstery,6,120,0.021
1331,Polyester,5.34,Overlock,3,90,0.0008
1332,Silk,8.99,Topstitching,4,120,0.001
1333,Cotton,5.04,Overlock,2,80,0.0008
1334,Polyester,5.34,Overlock,1,80,0.0008
1335,Cotton,14.99,Upholstery,5,150,0.01
1336,Linen,9.08,Upholstery,6,200,0.011
1337,Cotton,13.23,Upholstery,5,120,0.0092
1338,Cotton,5.34,Overlock,2,100,0.0009
1339,Polyester,5.34,Overlock,1,80,0.0008
1340,Wool,7.78,Woven,4,80,0.015
1341,Cotton,8.89,Straight,3,250,0.21
1342,Canvas,13.67,Topstitching,5,150,0.0081
1343,Canvas,13.67,Topstitching,5,150,0.0081
1344,Leather,8,Two Needle,1,20,0.1093
1345,Satin,5.34,Twill,2,100,0.0081
1346,Lace,4.11,Embroidery,1,60,0.007
1347,Cotton,16.7,Upholstery,5,150,0.203
1348,Cotton,8.88,Overlock,3,100,0.00102
1349,Polyester,5.34,Overlock,2,90,0.0008
1350,Cotton,5.11,Overlock,2,90,0.0009
1351,Polyester,5.21,Overlock,1,80,0.0007
1352,Cotton,5.34,Topstitching,3,100,0.0021
1353,Cotton,5.34,Overlock,3,120,0.0007
1354,Silk,8.84,Topstitching,4,140,0.002
1355,Leather,8,Two Needle,1,20,0.1134
1356,Leather,9,Two Needle,1,20,0.10011
1357,Cotton,5.34,Overlock,3,150,0.0001
1358,Polyester,4.44,Overlock,2,80,0.00045
1359,Cotton,7.77,Topstitching,6,90,0.00326
1360,Polyester,6.67,Topstitching,4,110,0.00034
1361,Canvas,13.33,Topstitching,5,70,0.0098
1362,Canvas,12.11,Topstitching,5,90,0.0118
1363,Cotton,16.12,Upholstery,5,100,0.0192
1364,Cotton,9.83,Overlock,7,150,0.00567
1365,Cotton,13.12,Upholstery,6,120,0.021
1366,Polyester,5.34,Overlock,3,90,0.0008
1367,Silk,8.99,Topstitching,4,120,0.001
1368,Cotton,5.04,Overlock,2,80,0.0008
1369,Polyester,5.34,Overlock,1,80,0.0008
1370,Cotton,14.99,Upholstery,5,150,0.01
1371,Linen,9.08,Upholstery,6,200,0.011
1372,Cotton,13.23,Upholstery,5,120,0.0092
1373,Cotton,5.34,Overlock,2,100,0.0009
1374,Polyester,5.34,Overlock,1,80,0.0008
1375,Wool,7.78,Woven,4,80,0.015
1376,Cotton,8.89,Straight,3,250,0.21
1377,Canvas,13.67,Topstitching,5,150,0.0081
1378,Canvas,13.67,Topstitching,5,150,0.0081
1379,Leather,8,Two Needle,1,20,0.1093
1380,Satin,5.34,Twill,2,100,0.0081
1381,Lace,4.11,Embroidery,1,60,0.007
1382,Cotton,16.7,Upholstery,5,150,0.203
1383,Cotton,8.88,Overlock,3,100,0.00102
1384,Polyester,5.34,Overlock,2,90,0.0008
1385,Cotton,5.11,Overlock,2,90,0.0009
1386,Polyester,5.21,Overlock,1,80,0.0007
1387,Cotton,5.34,Topstitching,3,100,0.0021
1388,Cotton,5.34,Overlock,3,120,0.0007
1389,Silk,8.84,Topstitching,4,140,0.002
1390,Leather,8,Two Needle,1,20,0.1134
1391,Leather,9,Two Needle,1,20,0.10011
1392,Cotton,5.34,Overlock,3,150,0.0001
1393,Polyester,4.44,Overlock,2,80,0.00045
1394,Cotton,7.77,Topstitching,6,90,0.00326
1395,Polyester,6.67,Topstitching,4,110,0.00034
1396,Canvas,13.33,Topstitching,5,70,0.0098
1397,Canvas,12.11,Topstitching,5,90,0.0118
1398,Cotton,16.12,Upholstery,5,100,0.0192
1399,Cotton,9.83,Overlock,7,150,0.00567
1400,Cotton,13.12,Upholstery,6,120,0.021
1401,Polyester,5.34,Overlock,3,90,0.0008
1402,Silk,8.99,Topstitching,4,120,0.001
1403,Cotton,5.04,Overlock,2,80,0.0008
1404,Polyester,5.34,Overlock,1,80,0.0008
1405,Cotton,14.99,Upholstery,5,150,0.01
1406,Linen,9.08,Upholstery,6,200,0.011
1407,Cotton,13.23,Upholstery,5,120,0.0092
1408,Cotton,5.34,Overlock,2,100,0.0009
1409,Polyester,5.34,Overlock,1,80,0.0008
1410,Wool,7.78,Woven,4,80,0.015
1411,Cotton,8.89,Straight,3,250,0.21
1412,Canvas,13.67,Topstitching,5,150,0.0081
1413,Canvas,13.67,Topstitching,5,150,0.0081
1414,Leather,8,Two Needle,1,20,0.1093
1415,Satin,5.34,Twill,2,100,0.0081
1416,Lace,4.11,Embroidery,1,60,0.007
1417,Cotton,16.7,Upholstery,5,150,0.203
1418,Cotton,8.88,Overlock,3,100,0.00102
1419,Polyester,5.34,Overlock,2,90,0.0008
1420,Cotton,5.11,Overlock,2,90,0.0009
1421,Polyester,5.21,Overlock,1,80,0.0007
1422,Cotton,5.34,Topstitching,3,100,0.0021
1423,Cotton,5.34,Overlock,3,120,0.0007
1424,Silk,8.84,Topstitching,4,140,0.002
1425,Leather,8,Two Needle,1,20,0.1134
1426,Leather,9,Two Needle,1,20,0.10011
1427,Cotton,5.34,Overlock,3,150,0.0001
1428,Polyester,4.44,Overlock,2,80,0.00045
1429,Cotton,7.77,Topstitching,6,90,0.00326
1430,Polyester,6.67,Topstitching,4,110,0.00034
1431,Canvas,13.33,Topstitching,5,70,0.0098
1432,Canvas,12.11,Topstitching,5,90,0.0118
1433,Cotton,16.12,Upholstery,5,100,0.0192
1434,Cotton,9.83,Overlock,7,150,0.00567
1435,Cotton,13.12,Upholstery,6,120,0.021
1436,Polyester,5.34,Overlock,3,90,0.0008
1437,Silk,8.99,Topstitching,4,120,0.001
1438,Cotton,5.04,Overlock,2,80,0.0008
1439,Polyester,5.34,Overlock,1,80,0.0008
1440,Cotton,14.99,Upholstery,5,150,0.01
1441,Linen,9.08,Upholstery,6,200,0.011
1442,Cotton,13.23,Upholstery,5,120,0.0092
1443,Cotton,5.34,Overlock,2,100,0.0009
1444,Polyester,5.34,Overlock,1,80,0.0008
1445,Wool,7.78,Woven,4,80,0.015
1446,Cotton,8.89,Straight,3,250,0.21
1447,Canvas,13.67,Topstitching,5,150,0.0081
1448,Canvas,13.67,Topstitching,5,150,0.0081
1449,Leather,8,Two Needle,1,20,0.1093
1450,Satin,5.34,Twill,2,100,0.0081
1451,Lace,4.11,Embroidery,1,60,0.007
1452,Cotton,16.7,Upholstery,5,150,0.203
1453,Cotton,8.88,Overlock,3,100,0.00102
1454,Polyester,5.34,Overlock,2,90,0.0008
1455,Cotton,5.11,Overlock,2,90,0.0009
1456,Polyester,5.21,Overlock,1,80,0.0007
1457,Cotton,5.34,Topstitching,3,100,0.0021
1458,Cotton,5.34,Overlock,3,120,0.0007
1459,Silk,8.84,Topstitching,4,140,0.002
1460,Leather,8,Two Needle,1,20,0.1134
1461,Leather,9,Two Needle,1,20,0.10011
1462,Cotton,5.34,Overlock,3,150,0.0001
1463,Polyester,4.44,Overlock,2,80,0.00045
1464,Cotton,7.77,Topstitching,6,90,0.00326
1465,Polyester,6.67,Topstitching,4,110,0.00034
1466,Canvas,13.33,Topstitching,5,70,0.0098
1467,Canvas,12.11,Topstitching,5,90,0.0118
1468,Cotton,16.12,Upholstery,5,100,0.0192
1469,Cotton,9.83,Overlock,7,150,0.00567
1470,Cotton,13.12,Upholstery,6,120,0.021
1471,Polyester,5.34,Overlock,3,90,0.0008
1472,Silk,8.99,Topstitching,4,120,0.001
1473,Cotton,5.04,Overlock,2,80,0.0008
1474,Polyester,5.34,Overlock,1,80,0.0008
1475,Cotton,14.99,Upholstery,5,150,0.01
1476,Linen,9.08,Upholstery,6,200,0.011
1477,Cotton,13.23,Upholstery,5,120,0.0092
1478,Cotton,5.34,Overlock,2,100,0.0009
1479,Polyester,5.34,Overlock,1,80,0.0008
1480,Wool,7.78,Woven,4,80,0.015
1481,Cotton,8.89,Straight,3,250,0.21
1482,Canvas,13.67,Topstitching,5,150,0.0081
1483,Canvas,13.67,Topstitching,5,150,0.0081
1484,Leather,8,Two Needle,1,20,0.1093
1485,Satin,5.34,Twill,2,100,0.0081
1486,Lace,4.11,Embroidery,1,60,0.007
1487,Cotton,16.7,Upholstery,5,150,0.203
1488,Cotton,8.88,Overlock,3,100,0.00102
1489,Polyester,5.34,Overlock,2,90,0.0008
1490,Cotton,5.11,Overlock,2,90,0.0009
1491,Polyester,5.21,Overlock,1,80,0.0007
1492,Cotton,5.34,Topstitching,3,100,0.0021
1493,Cotton,5.34,Overlock,3,120,0.0007
1494,Silk,8.84,Topstitching,4,140,0.002
1495,Leather,8,Two Needle,1,20,0.1134
1496,Leather,9,Two Needle,1,20,0.10011
1497,Cotton,5.34,Overlock,3,150,0.0001
1498,Polyester,4.44,Overlock,2,80,0.00045
1499,Cotton,7.77,Topstitching,6,90,0.00326
1500,Polyester,6.67,Topstitching,4,110,0.00034
1501,Canvas,13.33,Topstitching,5,70,0.0098
1502,Canvas,12.11,Topstitching,5,90,0.0118
1503,Cotton,16.12,Upholstery,5,100,0.0192
1504,Cotton,9.83,Overlock,7,150,0.00567
1505,Cotton,13.12,Upholstery,6,120,0.021
1506,Polyester,5.34,Overlock,3,90,0.0008
1507,Silk,8.99,Topstitching,4,120,0.001
1508,Cotton,5.04,Overlock,2,80,0.0008
1509,Polyester,5.34,Overlock,1,80,0.0008
1510,Cotton,14.99,Upholstery,5,150,0.01
1511,Linen,9.08,Upholstery,6,200,0.011
1512,Cotton,13.23,Upholstery,5,120,0.0092
1513,Cotton,5.34,Overlock,2,100,0.0009
1514,Polyester,5.34,Overlock,1,80,0.0008
1515,Wool,7.78,Woven,4,80,0.015
1516,Cotton,8.89,Straight,3,250,0.21
1517,Canvas,13.67,Topstitching,5,150,0.0081
1518,Canvas,13.67,Topstitching,5,150,0.0081
1519,Leather,8,Two Needle,1,20,0.1093
1520,Satin,5.34,Twill,2,100,0.0081
1521,Lace,4.11,Embroidery,1,60,0.007
1522,Cotton,16.7,Upholstery,5,150,0.203
1523,Cotton,8.88,Overlock,3,100,0.00102
1524,Polyester,5.34,Overlock,2,90,0.0008
1525,Cotton,5.11,Overlock,2,90,0.0009
1526,Polyester,5.21,Overlock,1,80,0.0007
1527,Cotton,5.34,Topstitching,3,100,0.0021
1528,Cotton,5.34,Overlock,3,120,0.0007
1529,Silk,8.84,Topstitching,4,140,0.002
1530,Leather,8,Two Needle,1,20,0.1134
1531,Leather,9,Two Needle,1,20,0.10011
1532,Cotton,5.34,Overlock,3,150,0.0001
1533,Polyester,4.44,Overlock,2,80,0.00045
1534,Cotton,7.77,Topstitching,6,90,0.00326
1535,Polyester,6.67,Topstitching,4,110,0.00034
1536,Canvas,13.33,Topstitching,5,70,0.0098
1537,Canvas,12.11,Topstitching,5,90,0.0118
1538,Cotton,16.12,Upholstery,5,100,0.0192
1539,Cotton,9.83,Overlock,7,150,0.00567
1540,Cotton,13.12,Upholstery,6,120,0.021
1541,Polyester,5.34,Overlock,3,90,0.0008
1542,Silk,8.99,Topstitching,4,120,0.001
1543,Cotton,5.04,Overlock,2,80,0.0008
1544,Polyester,5.34,Overlock,1,80,0.0008
1545,Cotton,14.99,Upholstery,5,150,0.01
1546,Linen,9.08,Upholstery,6,200,0.011
1547,Cotton,13.23,Upholstery,5,120,0.0092
1548,Cotton,5.34,Overlock,2,100,0.0009
1549,Polyester,5.34,Overlock,1,80,0.0008
1550,Wool,7.78,Woven,4,80,0.015
1551,Cotton,8.89,Straight,3,250,0.21
1552,Canvas,13.67,Topstitching,5,150,0.0081
1553,Canvas,13.67,Topstitching,5,150,0.0081
1554,Leather,8,Two Needle,1,20,0.1093
1555,Satin,5.34,Twill,2,100,0.0081
1556,Lace,4.11,Embroidery,1,60,0.007
1557,Cotton,16.7,Upholstery,5,150,0.203
1558,Cotton,8.88,Overlock,3,100,0.00102
1559,Polyester,5.34,Overlock,2,90,0.0008
1560,Cotton,5.11,Overlock,2,90,0.0009
1561,Polyester,5.21,Overlock,1,80,0.0007
1562,Cotton,5.34,Topstitching,3,100,0.0021
1563,Cotton,5.34,Overlock,3,120,0.0007
1564,Silk,8.84,Topstitching,4,140,0.002
1565,Leather,8,Two Needle,1,20,0.1134
1566,Leather,9,Two Needle,1,20,0.10011
1567,Cotton,5.34,Overlock,3,150,0.0001
1568,Polyester,4.44,Overlock,2,80,0.00045
1569,Cotton,7.77,Topstitching,6,90,0.00326
1570,Polyester,6.67,Topstitching,4,110,0.00034
1571,Canvas,13.33,Topstitching,5,70,0.0098
1572,Canvas,12.11,Topstitching,5,90,0.0118
1573,Cotton,16.12,Upholstery,5,100,0.0192
1574,Cotton,9.83,Overlock,7,150,0.00567
1575,Cotton,13.12,Upholstery,6,120,0.021
1576,Polyester,5.34,Overlock,3,90,0.0008
1577,Silk,8.99,Topstitching,4,120,0.001
1578,Cotton,5.04,Overlock,2,80,0.0008
1579,Polyester,5.34,Overlock,1,80,0.0008
1580,Cotton,14.99,Upholstery,5,150,0.01
1581,Linen,9.08,Upholstery,6,200,0.011
1582,Cotton,13.23,Upholstery,5,120,0.0092
1583,Cotton,5.34,Overlock,2,100,0.0009
1584,Polyester,5.34,Overlock,1,80,0.0008
1585,Wool,7.78,Woven,4,80,0.015
1586,Cotton,8.89,Straight,3,250,0.21
1587,Canvas,13.67,Topstitching,5,150,0.0081
1588,Canvas,13.67,Topstitching,5,150,0.0081
1589,Leather,8,Two Needle,1,20,0.1093
1590,Satin,5.34,Twill,2,100,0.0081
1591,Lace,4.11,Embroidery,1,60,0.007
1592,Cotton,16.7,Upholstery,5,150,0.203
1593,Cotton,8.88,Overlock,3,100,0.00102
1594,Polyester,5.34,Overlock,2,90,0.0008
1595,Cotton,5.11,Overlock,2,90,0.0009
1596,Polyester,5.21,Overlock,1,80,0.0007
1597,Cotton,5.34,Topstitching,3,100,0.0021
1598,Cotton,5.34,Overlock,3,120,0.0007
1599,Silk,8.84,Topstitching,4,140,0.002
1600,Leather,8,Two Needle,1,20,0.1134
1601,Leather,9,Two Needle,1,20,0.10011
1602,Cotton,5.34,Overlock,3,150,0.0001
1603,Polyester,4.44,Overlock,2,80,0.00045
1604,Cotton,7.77,Topstitching,6,90,0.00326
1605,Polyester,6.67,Topstitching,4,110,0.00034
1606,Canvas,13.33,Topstitching,5,70,0.0098
1607,Canvas,12.11,Topstitching,5,90,0.0118
1608,Cotton,16.12,Upholstery,5,100,0.0192
1609,Cotton,9.83,Overlock,7,150,0.00567
1610,Cotton,13.12,Upholstery,6,120,0.021
1611,Polyester,5.34,Overlock,3,90,0.0008
1612,Silk,8.99,Topstitching,4,120,0.001
1613,Cotton,5.04,Overlock,2,80,0.0008
1614,Polyester,5.34,Overlock,1,80,0.0008
1615,Cotton,14.99,Upholstery,5,150,0.01
1616,Linen,9.08,Upholstery,6,200,0.011
1617,Cotton,13.23,Upholstery,5,120,0.0092
1618,Cotton,5.34,Overlock,2,100,0.0009
1619,Polyester,5.34,Overlock,1,80,0.0008
1620,Wool,7.78,Woven,4,80,0.015
1621,Cotton,8.89,Straight,3,250,0.21
1622,Canvas,13.67,Topstitching,5,150,0.0081
1623,Canvas,13.67,Topstitching,5,150,0.0081
1624,Leather,8,Two Needle,1,20,0.1093
1625,Satin,5.34,Twill,2,100,0.0081
1626,Lace,4.11,Embroidery,1,60,0.007
1627,Cotton,16.7,Upholstery,5,150,0.203
1628,Cotton,8.88,Overlock,3,100,0.00102
1629,Polyester,5.34,Overlock,2,90,0.0008
1630,Cotton,5.11,Overlock,2,90,0.0009
1631,Polyester,5.21,Overlock,1,80,0.0007
1632,Cotton,5.34,Topstitching,3,100,0.0021
1633,Cotton,5.34,Overlock,3,120,0.0007
1634,Silk,8.84,Topstitching,4,140,0.002
1635,Leather,8,Two Needle,1,20,0.1134
1636,Leather,9,Two Needle,1,20,0.10011
1637,Cotton,5.34,Overlock,3,150,0.0001
1638,Polyester,4.44,Overlock,2,80,0.00045
1639,Cotton,7.77,Topstitching,6,90,0.00326
1640,Polyester,6.67,Topstitching,4,110,0.00034
1641,Canvas,13.33,Topstitching,5,70,0.0098
1642,Canvas,12.11,Topstitching,5,90,0.0118
1643,Cotton,16.12,Upholstery,5,100,0.0192
1644,Cotton,9.83,Overlock,7,150,0.00567
1645,Cotton,13.12,Upholstery,6,120,0.021
1646,Polyester,5.34,Overlock,3,90,0.0008
1647,Silk,8.99,Topstitching,4,120,0.001
1648,Cotton,5.04,Overlock,2,80,0.0008
1649,Polyester,5.34,Overlock,1,80,0.0008
1650,Cotton,14.99,Upholstery,5,150,0.01
1651,Linen,9.08,Upholstery,6,200,0.011
1652,Cotton,13.23,Upholstery,5,120,0.0092
1653,Cotton,5.34,Overlock,2,100,0.0009
1654,Polyester,5.34,Overlock,1,80,0.0008
1655,Wool,7.78,Woven,4,80,0.015
1656,Cotton,8.89,Straight,3,250,0.21
1657,Canvas,13.67,Topstitching,5,150,0.0081
1658,Canvas,13.67,Topstitching,5,150,0.0081
1659,Leather,8,Two Needle,1,20,0.1093
